ID,Name,Risk Elements,Tags,CreationDate,TP Score (%),APT Profile,Kill Chain Phase,Affected Compliance,Status
438,Threat3,10.10.10.13,tag2,07/03/2012 08:53,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
439,Threat4,10.10.10.12,tag1,10/18/2015 05:20:55,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
440,Threat5,10.10.10.15,tag0,01/06/2020 14:22,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
441,Threat1,10.10.10.10,no tag,07/30/2016 15:08:28,81,APT1-70%,Exploitation,"PCI, GDPR",Open
442,Threat2,10.10.10.11,tag1,11/09/2019 02:44,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
443,Threat3,10.10.10.13,tag2,08/03/2015 08:16,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
444,Threat4,10.10.10.12,tag1,10/11/2012 10:17,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
445,Threat5,10.10.10.15,tag0,10/02/2012 21:19,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
446,Threat1,10.10.10.10,no tag,07/04/2020 09:12,81,APT1-70%,Exploitation,"PCI, GDPR",Open
447,Threat2,10.10.10.11,tag1,03/19/2012 07:05:51,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
448,Threat3,10.10.10.13,tag2,01/06/2019 14:31,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
449,Threat4,10.10.10.12,tag1,09/30/2013 09:28:21,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
450,Threat5,10.10.10.15,tag0,04/25/2018 22:21:11,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
451,Threat1,10.10.10.10,no tag,02/07/2020 17:04,81,APT1-70%,Exploitation,"PCI, GDPR",Open
452,Threat2,10.10.10.11,tag1,11/17/2018 01:14:11,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
453,Threat3,10.10.10.13,tag2,06/14/2020 14:07:49,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
454,Threat4,10.10.10.12,tag1,10/20/2018 09:52:56,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
455,Threat5,10.10.10.15,tag0,01/29/2020 15:27:08,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
456,Threat1,10.10.10.10,no tag,07/30/2012 00:49:56,81,APT1-70%,Exploitation,"PCI, GDPR",Open
457,Threat2,10.10.10.11,tag1,06/15/2018 16:58:50,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
458,Threat3,10.10.10.13,tag2,07/27/2019 22:35:05,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
459,Threat4,10.10.10.12,tag1,04/22/2017 17:32:15,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
460,Threat5,10.10.10.15,tag0,08/16/2013 04:14:27,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
461,Threat1,10.10.10.10,no tag,06/25/2019 13:23:28,81,APT1-70%,Exploitation,"PCI, GDPR",Open
462,Threat2,10.10.10.11,tag1,06/29/2012 04:44:58,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
463,Threat3,10.10.10.13,tag2,01/06/2013 16:25,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
464,Threat4,10.10.10.12,tag1,07/23/2014 21:43:48,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
465,Threat5,10.10.10.15,tag0,06/17/2016 15:02:04,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
466,Threat1,10.10.10.10,no tag,05/24/2014 20:14:31,81,APT1-70%,Exploitation,"PCI, GDPR",Open
467,Threat2,10.10.10.11,tag1,04/22/2017 20:40:14,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
468,Threat3,10.10.10.13,tag2,08/18/2019 17:55:49,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
469,Threat4,10.10.10.12,tag1,12/07/2014 09:42,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
470,Threat5,10.10.10.15,tag0,04/27/2020 22:41:20,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
471,Threat1,10.10.10.10,no tag,06/21/2012 22:26:41,81,APT1-70%,Exploitation,"PCI, GDPR",Open
472,Threat2,10.10.10.11,tag1,02/11/2014 15:33,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
473,Threat3,10.10.10.13,tag2,10/14/2014 13:57:25,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
474,Threat4,10.10.10.12,tag1,09/06/2018 13:25,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
475,Threat5,10.10.10.15,tag0,09/17/2016 04:27:39,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
476,Threat1,10.10.10.10,no tag,01/31/2019 23:02:13,81,APT1-70%,Exploitation,"PCI, GDPR",Open
477,Threat2,10.10.10.11,tag1,05/11/2019 17:06,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
478,Threat3,10.10.10.13,tag2,02/15/2012 10:11:33,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
479,Threat4,10.10.10.12,tag1,08/05/2013 07:02,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
480,Threat5,10.10.10.15,tag0,06/10/2012 06:34,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
481,Threat1,10.10.10.10,no tag,03/02/2015 22:25,81,APT1-70%,Exploitation,"PCI, GDPR",Open
482,Threat2,10.10.10.11,tag1,05/09/2014 15:31,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
483,Threat3,10.10.10.13,tag2,07/08/2019 06:38,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
484,Threat4,10.10.10.12,tag1,04/15/2014 03:24:56,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
485,Threat5,10.10.10.15,tag0,03/18/2013 05:26:08,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
486,Threat1,10.10.10.10,no tag,03/20/2016 04:31:00,81,APT1-70%,Exploitation,"PCI, GDPR",Open
487,Threat2,10.10.10.11,tag1,09/21/2014 12:29:37,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
488,Threat3,10.10.10.13,tag2,03/13/2012 02:01:26,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
489,Threat4,10.10.10.12,tag1,08/17/2013 17:14:19,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
490,Threat5,10.10.10.15,tag0,06/20/2017 20:08:06,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
491,Threat1,10.10.10.10,no tag,12/19/2013 16:05:03,81,APT1-70%,Exploitation,"PCI, GDPR",Open
492,Threat2,10.10.10.11,tag1,05/02/2019 20:42,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
493,Threat3,10.10.10.13,tag2,07/02/2020 15:14,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
494,Threat4,10.10.10.12,tag1,01/13/2014 16:28:28,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
495,Threat5,10.10.10.15,tag0,06/08/2020 22:33,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
496,Threat1,10.10.10.10,no tag,01/25/2012 15:14:49,81,APT1-70%,Exploitation,"PCI, GDPR",Open
497,Threat2,10.10.10.11,tag1,06/19/2015 16:00:24,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
498,Threat3,10.10.10.13,tag2,06/04/2012 20:59,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
499,Threat4,10.10.10.12,tag1,03/07/2020 09:29,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
500,Threat5,10.10.10.15,tag0,09/20/2016 09:26:38,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
501,Threat1,10.10.10.10,no tag,09/28/2018 13:59:33,81,APT1-70%,Exploitation,"PCI, GDPR",Open
502,Threat2,10.10.10.11,tag1,04/28/2015 14:13:59,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
503,Threat3,10.10.10.13,tag2,12/14/2016 12:42:31,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
504,Threat4,10.10.10.12,tag1,03/20/2020 22:04:33,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
505,Threat5,10.10.10.15,tag0,12/03/2012 08:09,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
506,Threat1,10.10.10.10,no tag,12/21/2014 01:14:10,81,APT1-70%,Exploitation,"PCI, GDPR",Open
507,Threat2,10.10.10.11,tag1,04/20/2020 21:01:08,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
508,Threat3,10.10.10.13,tag2,02/17/2016 11:26:18,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
509,Threat4,10.10.10.12,tag1,05/22/2017 04:11:17,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
510,Threat5,10.10.10.15,tag0,10/06/2017 04:03,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
511,Threat1,10.10.10.10,no tag,01/21/2015 21:00:29,81,APT1-70%,Exploitation,"PCI, GDPR",Open
512,Threat2,10.10.10.11,tag1,10/23/2019 17:35:42,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
513,Threat3,10.10.10.13,tag2,04/02/2012 15:41,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
514,Threat4,10.10.10.12,tag1,12/13/2019 00:24:23,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
515,Threat5,10.10.10.15,tag0,06/05/2015 15:48,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
516,Threat1,10.10.10.10,no tag,02/12/2014 18:42,81,APT1-70%,Exploitation,"PCI, GDPR",Open
517,Threat2,10.10.10.11,tag1,03/25/2012 11:24:42,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
518,Threat3,10.10.10.13,tag2,08/12/2017 03:17,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
519,Threat4,10.10.10.12,tag1,06/19/2014 11:01:33,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
520,Threat5,10.10.10.15,tag0,12/27/2019 23:53:36,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
521,Threat1,10.10.10.10,no tag,12/18/2018 10:55:39,81,APT1-70%,Exploitation,"PCI, GDPR",Open
522,Threat2,10.10.10.11,tag1,07/22/2018 22:00:03,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
523,Threat3,10.10.10.13,tag2,09/19/2012 11:21:09,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
524,Threat4,10.10.10.12,tag1,01/22/2020 16:57:46,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
525,Threat5,10.10.10.15,tag0,05/09/2013 11:00,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
526,Threat1,10.10.10.10,no tag,12/13/2013 15:26:06,81,APT1-70%,Exploitation,"PCI, GDPR",Open
527,Threat2,10.10.10.11,tag1,11/11/2015 03:16,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
528,Threat3,10.10.10.13,tag2,04/08/2013 23:03,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
529,Threat4,10.10.10.12,tag1,02/04/2020 20:34,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
530,Threat5,10.10.10.15,tag0,01/12/2012 21:56,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
531,Threat1,10.10.10.10,no tag,10/15/2019 15:29:07,81,APT1-70%,Exploitation,"PCI, GDPR",Open
532,Threat2,10.10.10.11,tag1,07/24/2012 04:22:51,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
533,Threat3,10.10.10.13,tag2,06/14/2015 16:50:24,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
534,Threat4,10.10.10.12,tag1,10/22/2016 06:07:34,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
535,Threat5,10.10.10.15,tag0,07/31/2017 23:43:18,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
536,Threat1,10.10.10.10,no tag,04/15/2019 04:31:45,81,APT1-70%,Exploitation,"PCI, GDPR",Open
537,Threat2,10.10.10.11,tag1,12/03/2014 01:19,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
538,Threat3,10.10.10.13,tag2,03/10/2015 07:27,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
539,Threat4,10.10.10.12,tag1,12/17/2019 23:46:08,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
540,Threat5,10.10.10.15,tag0,03/26/2012 10:20:31,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
541,Threat1,10.10.10.10,no tag,03/03/2019 12:47,81,APT1-70%,Exploitation,"PCI, GDPR",Open
542,Threat2,10.10.10.11,tag1,09/20/2017 20:08:04,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
543,Threat3,10.10.10.13,tag2,10/22/2019 15:38:46,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
544,Threat4,10.10.10.12,tag1,07/17/2018 10:19:32,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
545,Threat5,10.10.10.15,tag0,01/06/2018 18:11,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
546,Threat1,10.10.10.10,no tag,03/12/2019 03:30,81,APT1-70%,Exploitation,"PCI, GDPR",Open
547,Threat2,10.10.10.11,tag1,06/29/2019 11:18:16,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
548,Threat3,10.10.10.13,tag2,05/31/2014 08:40:09,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
549,Threat4,10.10.10.12,tag1,10/15/2017 19:12:27,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
550,Threat5,10.10.10.15,tag0,11/16/2012 13:04:43,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
551,Threat1,10.10.10.10,no tag,12/23/2015 15:30:49,81,APT1-70%,Exploitation,"PCI, GDPR",Open
552,Threat2,10.10.10.11,tag1,12/23/2016 08:50:28,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
553,Threat3,10.10.10.13,tag2,06/07/2015 03:10,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
554,Threat4,10.10.10.12,tag1,09/11/2016 09:28,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
555,Threat5,10.10.10.15,tag0,07/20/2020 09:46:51,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
556,Threat1,10.10.10.10,no tag,05/19/2016 11:19:18,81,APT1-70%,Exploitation,"PCI, GDPR",Open
557,Threat2,10.10.10.11,tag1,05/21/2016 19:29:08,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
558,Threat3,10.10.10.13,tag2,01/23/2014 05:15:39,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
559,Threat4,10.10.10.12,tag1,12/21/2013 20:34:25,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
560,Threat5,10.10.10.15,tag0,09/22/2014 05:34:34,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
561,Threat1,10.10.10.10,no tag,06/24/2018 10:43:33,81,APT1-70%,Exploitation,"PCI, GDPR",Open
562,Threat2,10.10.10.11,tag1,03/10/2019 00:58,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
563,Threat3,10.10.10.13,tag2,08/17/2018 19:51:36,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
564,Threat4,10.10.10.12,tag1,03/13/2016 03:53:42,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
565,Threat5,10.10.10.15,tag0,01/17/2015 12:31:11,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
566,Threat1,10.10.10.10,no tag,01/02/2017 19:00,81,APT1-70%,Exploitation,"PCI, GDPR",Open
567,Threat2,10.10.10.11,tag1,10/25/2018 05:20:10,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
568,Threat3,10.10.10.13,tag2,04/02/2016 15:21,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
569,Threat4,10.10.10.12,tag1,04/04/2012 09:45,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
570,Threat5,10.10.10.15,tag0,04/21/2013 07:32:12,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
571,Threat1,10.10.10.10,no tag,12/24/2012 00:53:13,81,APT1-70%,Exploitation,"PCI, GDPR",Open
572,Threat2,10.10.10.11,tag1,10/10/2013 21:21,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
573,Threat3,10.10.10.13,tag2,10/30/2012 09:02:36,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
574,Threat4,10.10.10.12,tag1,12/17/2018 19:25:08,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
575,Threat5,10.10.10.15,tag0,12/03/2012 01:05,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
576,Threat1,10.10.10.10,no tag,11/30/2012 21:30:02,81,APT1-70%,Exploitation,"PCI, GDPR",Open
577,Threat2,10.10.10.11,tag1,07/05/2012 04:01,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
578,Threat3,10.10.10.13,tag2,09/07/2017 14:58,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
579,Threat4,10.10.10.12,tag1,03/25/2018 00:28:38,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
580,Threat5,10.10.10.15,tag0,04/25/2016 18:31:45,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
581,Threat1,10.10.10.10,no tag,06/16/2014 08:26:28,81,APT1-70%,Exploitation,"PCI, GDPR",Open
582,Threat2,10.10.10.11,tag1,04/14/2018 00:50:22,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
583,Threat3,10.10.10.13,tag2,05/23/2016 19:06:04,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
584,Threat4,10.10.10.12,tag1,03/01/2014 23:01,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
585,Threat5,10.10.10.15,tag0,08/19/2013 20:34:16,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
586,Threat1,10.10.10.10,no tag,04/24/2016 11:08:38,81,APT1-70%,Exploitation,"PCI, GDPR",Open
587,Threat2,10.10.10.11,tag1,12/02/2012 10:30,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
588,Threat3,10.10.10.13,tag2,05/06/2013 08:49,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
589,Threat4,10.10.10.12,tag1,02/03/2014 01:25,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
590,Threat5,10.10.10.15,tag0,06/01/2013 04:34,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
591,Threat1,10.10.10.10,no tag,10/26/2014 16:17:59,81,APT1-70%,Exploitation,"PCI, GDPR",Open
592,Threat2,10.10.10.11,tag1,12/12/2015 20:23,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
593,Threat3,10.10.10.13,tag2,12/18/2017 18:11:32,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
594,Threat4,10.10.10.12,tag1,05/26/2020 17:39:51,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
595,Threat5,10.10.10.15,tag0,10/12/2013 15:08,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
596,Threat1,10.10.10.10,no tag,08/16/2019 07:54:21,81,APT1-70%,Exploitation,"PCI, GDPR",Open
597,Threat2,10.10.10.11,tag1,06/24/2020 10:09:31,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
598,Threat3,10.10.10.13,tag2,11/05/2017 05:53,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
599,Threat4,10.10.10.12,tag1,01/10/2018 00:28,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
600,Threat5,10.10.10.15,tag0,03/12/2014 00:22,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
601,Threat1,10.10.10.10,no tag,07/08/2014 07:18,81,APT1-70%,Exploitation,"PCI, GDPR",Open
602,Threat2,10.10.10.11,tag1,08/05/2012 14:15,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
603,Threat3,10.10.10.13,tag2,12/15/2018 10:38:21,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
604,Threat4,10.10.10.12,tag1,10/19/2014 20:33:44,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
605,Threat5,10.10.10.15,tag0,10/08/2014 08:35,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
606,Threat1,10.10.10.10,no tag,11/11/2014 09:29,81,APT1-70%,Exploitation,"PCI, GDPR",Open
607,Threat2,10.10.10.11,tag1,05/28/2015 19:31:29,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
608,Threat3,10.10.10.13,tag2,04/05/2019 10:07,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
609,Threat4,10.10.10.12,tag1,07/18/2014 06:37:00,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
610,Threat5,10.10.10.15,tag0,07/09/2018 16:44,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
611,Threat1,10.10.10.10,no tag,12/26/2019 18:51:59,81,APT1-70%,Exploitation,"PCI, GDPR",Open
612,Threat2,10.10.10.11,tag1,08/20/2015 21:56:44,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
613,Threat3,10.10.10.13,tag2,08/28/2016 23:42:04,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
614,Threat4,10.10.10.12,tag1,04/22/2017 07:39:16,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
615,Threat5,10.10.10.15,tag0,11/23/2018 09:52:12,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
616,Threat1,10.10.10.10,no tag,04/14/2017 08:43:13,81,APT1-70%,Exploitation,"PCI, GDPR",Open
617,Threat2,10.10.10.11,tag1,11/27/2018 15:17:10,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
618,Threat3,10.10.10.13,tag2,11/04/2015 12:49,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
619,Threat4,10.10.10.12,tag1,04/17/2014 06:14:41,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
620,Threat5,10.10.10.15,tag0,06/13/2020 17:55:30,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
621,Threat1,10.10.10.10,no tag,03/17/2014 11:22:12,81,APT1-70%,Exploitation,"PCI, GDPR",Open
622,Threat2,10.10.10.11,tag1,12/02/2019 18:03,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
623,Threat3,10.10.10.13,tag2,01/21/2013 04:25:37,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
624,Threat4,10.10.10.12,tag1,11/17/2013 06:30:33,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
625,Threat5,10.10.10.15,tag0,08/15/2015 07:12:36,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
626,Threat1,10.10.10.10,no tag,01/12/2018 03:27,81,APT1-70%,Exploitation,"PCI, GDPR",Open
627,Threat2,10.10.10.11,tag1,07/24/2017 11:52:44,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
628,Threat3,10.10.10.13,tag2,08/24/2014 21:59:38,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
629,Threat4,10.10.10.12,tag1,02/05/2013 23:48,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
630,Threat5,10.10.10.15,tag0,10/17/2016 18:42:20,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
631,Threat1,10.10.10.10,no tag,07/17/2019 06:02:10,81,APT1-70%,Exploitation,"PCI, GDPR",Open
632,Threat2,10.10.10.11,tag1,05/09/2017 09:51,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
633,Threat3,10.10.10.13,tag2,06/21/2017 10:16:41,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
634,Threat4,10.10.10.12,tag1,02/03/2014 01:53,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
635,Threat5,10.10.10.15,tag0,08/08/2018 06:45,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
636,Threat1,10.10.10.10,no tag,06/22/2012 21:03:15,81,APT1-70%,Exploitation,"PCI, GDPR",Open
637,Threat2,10.10.10.11,tag1,11/27/2014 04:38:22,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
638,Threat3,10.10.10.13,tag2,08/31/2019 17:11:37,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
639,Threat4,10.10.10.12,tag1,01/04/2013 11:19,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
640,Threat5,10.10.10.15,tag0,06/10/2014 23:43,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
641,Threat1,10.10.10.10,no tag,11/27/2016 23:49:09,81,APT1-70%,Exploitation,"PCI, GDPR",Open
642,Threat2,10.10.10.11,tag1,05/25/2019 20:13:22,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
643,Threat3,10.10.10.13,tag2,05/26/2014 06:45:14,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
644,Threat4,10.10.10.12,tag1,06/08/2017 16:16,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
645,Threat5,10.10.10.15,tag0,02/09/2013 21:39,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
646,Threat1,10.10.10.10,no tag,09/01/2015 06:26,81,APT1-70%,Exploitation,"PCI, GDPR",Open
647,Threat2,10.10.10.11,tag1,11/18/2016 02:58:06,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
648,Threat3,10.10.10.13,tag2,02/27/2015 15:24:47,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
649,Threat4,10.10.10.12,tag1,01/31/2018 05:26:26,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
650,Threat5,10.10.10.15,tag0,08/01/2012 12:48,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
651,Threat1,10.10.10.10,no tag,03/07/2015 14:33,81,APT1-70%,Exploitation,"PCI, GDPR",Open
652,Threat2,10.10.10.11,tag1,08/19/2019 06:58:54,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
653,Threat3,10.10.10.13,tag2,11/13/2015 18:28:30,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
654,Threat4,10.10.10.12,tag1,01/07/2016 08:37,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
655,Threat5,10.10.10.15,tag0,11/05/2016 22:37,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
656,Threat1,10.10.10.10,no tag,03/10/2012 22:10,81,APT1-70%,Exploitation,"PCI, GDPR",Open
